city,cases,deaths,codigo_ibge,latitude,longitude,date,day,case_day,death_day,%var_case_day,%var_death_day,avg7_cases,avg7_deaths,perc_death,avg7_perc_death
nhandeara,1.0,0.0,3532603.0,-20.6945,-50.0436,2020-04-24,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
nova odessa,2.0,1.0,3533403.0,-22.7832,-47.2941,2020-04-24,23,0,0,0.0,0.0,0.0,0.0,50.0,71.43
olimpia,4.0,0.0,3533908.0,-20.7366,-48.9106,2020-04-24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
orlandia,4.0,0.0,3534302.0,-20.7169,-47.8852,2020-04-24,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osasco,389.0,42.0,3534401.0,-23.5324,-46.7916,2020-04-24,29,16,4,-20.0,-33.33,23.0,3.0,10.8,9.51
ourinhos,10.0,0.0,3534708.0,-22.9797,-49.8697,2020-04-24,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0
palmital,1.0,0.0,3535309.0,-22.7858,-50.218,2020-04-24,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
pariquera acu,5.0,1.0,3536208.0,-24.7147,-47.8742,2020-04-24,21,0,0,-100.0,-100.0,0.0,0.0,20.0,5.71
paulinia,11.0,1.0,3536505.0,-22.7542,-47.1488,2020-04-24,27,2,1,0.0,0.0,0.0,0.0,9.09,1.3
paulistania,1.0,0.0,3536570.0,-22.5768,-49.4008,2020-04-24,8,0,-1,0.0,-200.0,0.0,0.0,0.0,14.29
pederneiras,2.0,1.0,3536703.0,-22.3511,-48.7781,2020-04-24,10,0,1,-100.0,-200.0,0.0,0.0,50.0,35.71
pedra bela,1.0,0.0,3536802.0,-22.7902,-46.4455,2020-04-24,15,0,-1,0.0,-200.0,0.0,0.0,0.0,14.29
penapolis,1.0,1.0,3537305.0,-21.4148,-50.0769,2020-04-24,27,0,1,0.0,-200.0,0.0,0.0,100.0,85.71
peruibe,11.0,0.0,3537602.0,-24.311999999999998,-47.0012,2020-04-24,18,2,0,100.0,0.0,1.0,0.0,0.0,0.0
piedade,5.0,0.0,3537800.0,-23.7139,-47.4256,2020-04-24,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0
pilar do sul,3.0,0.0,3537909.0,-23.8077,-47.7222,2020-04-24,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
pindamonhangaba,6.0,1.0,3538006.0,-22.9246,-45.4613,2020-04-24,18,0,0,-100.0,0.0,0.0,0.0,16.67,34.52
pindorama,2.0,0.0,3538105.0,-21.1853,-48.9086,2020-04-24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
piracaia,1.0,0.0,3538600.0,-23.0525,-46.3594,2020-04-24,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
piracicaba,36.0,3.0,3538709.0,-22.7338,-47.6476,2020-04-24,27,2,1,-77.78,0.0,2.0,0.0,8.33,8.68
piraju,4.0,0.0,3538808.0,-23.1981,-49.3803,2020-04-24,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
pirajui,1.0,0.0,3538907.0,-21.999000000000002,-49.4608,2020-04-24,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0
pirassununga,2.0,0.0,3539301.0,-21.996,-47.4257,2020-04-24,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
piratininga,4.0,0.0,3539400.0,-22.4142,-49.1339,2020-04-24,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0
pitangueiras,1.0,1.0,3539509.0,-21.0132,-48.221000000000004,2020-04-24,2,0,0,0.0,0.0,0.0,0.0,100.0,0.0
poa,30.0,3.0,3539806.0,-23.5333,-46.3473,2020-04-24,29,-2,0,-200.0,0.0,1.0,0.0,10.0,10.8
pontal,4.0,1.0,3540200.0,-21.0216,-48.0423,2020-04-24,11,0,1,0.0,0.0,0.0,0.0,25.0,3.57
populina,1.0,0.0,3540408.0,-19.9453,-50.538000000000004,2020-04-24,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
porto feliz,5.0,0.0,3540606.0,-23.2093,-47.5251,2020-04-24,16,1,0,-50.0,0.0,0.0,0.0,0.0,0.0
porto ferreira,2.0,1.0,3540705.0,-21.8498,-47.486999999999995,2020-04-24,15,0,0,0.0,0.0,0.0,0.0,50.0,50.0
praia grande,78.0,8.0,3541000.0,-24.0084,-46.4121,2020-04-24,23,18,1,500.0,0.0,4.0,0.0,10.26,12.34
pratania,2.0,0.0,3541059.0,-22.8112,-48.6636,2020-04-24,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
presidente prudente,13.0,2.0,3541406.0,-22.1207,-51.3925,2020-04-24,17,5,0,0.0,0.0,1.0,0.0,15.38,27.2
presidente venceslau,10.0,6.0,3541505.0,-21.8732,-51.8447,2020-04-24,19,1,2,0.0,100.0,0.0,0.0,60.0,41.71
promissao,3.0,0.0,3541604.0,-21.5356,-49.8599,2020-04-24,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0
quata,2.0,0.0,3541703.0,-22.2456,-50.6966,2020-04-24,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
quintana,1.0,0.0,3542008.0,-22.0692,-50.306999999999995,2020-04-24,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
rancharia,3.0,0.0,3542206.0,-22.2269,-50.893,2020-04-24,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0
registro,5.0,1.0,3542602.0,-24.4979,-47.8449,2020-04-24,8,1,0,0.0,0.0,0.0,0.0,20.0,24.29
ribeirao pires,38.0,2.0,3543303.0,-23.7067,-46.4058,2020-04-24,29,3,1,0.0,0.0,1.0,0.0,5.26,2.84
ribeirao preto,92.0,5.0,3543402.0,-21.1699,-47.8099,2020-04-24,29,4,0,100.0,0.0,2.0,0.0,5.43,5.98
rincao,1.0,1.0,3543709.0,-21.5894,-48.0728,2020-04-24,11,0,1,0.0,0.0,0.0,0.0,100.0,14.29
rinopolis,1.0,0.0,3543808.0,-21.7284,-50.7239,2020-04-24,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
rio claro,14.0,5.0,3543907.0,-22.3984,-47.5546,2020-04-24,28,0,1,0.0,0.0,0.0,0.0,35.71,26.53
rio grande da serra,11.0,0.0,3544103.0,-23.7437,-46.3971,2020-04-24,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0
salesopolis,1.0,1.0,3545001.0,-23.5288,-45.8465,2020-04-24,2,0,0,0.0,0.0,0.0,0.0,100.0,0.0
salto,7.0,0.0,3545209.0,-23.1996,-47.2931,2020-04-24,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0
salto de pirapora,8.0,0.0,3545308.0,-23.6474,-47.5743,2020-04-24,24,2,0,0.0,0.0,0.0,0.0,0.0,0.0
santa barbara d'oeste,2.0,1.0,3545803.0,-22.7553,-47.4143,2020-04-24,15,0,0,0.0,0.0,0.0,0.0,50.0,50.0
santa branca,2.0,1.0,3546009.0,-23.3933,-45.8875,2020-04-24,21,0,0,0.0,0.0,0.0,0.0,50.0,50.0
santa cruz do rio pardo,6.0,0.0,3546405.0,-22.8988,-49.6354,2020-04-24,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0
santa gertrudes,1.0,0.0,3546702.0,-22.4572,-47.5272,2020-04-24,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
santa isabel,6.0,3.0,3546801.0,-23.3172,-46.2237,2020-04-24,24,1,0,-50.0,-100.0,0.0,0.0,50.0,39.52
santa lucia,3.0,0.0,3546900.0,-21.685,-48.0885,2020-04-24,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0
santa rita do passa quatro,1.0,1.0,3547502.0,-21.7083,-47.478,2020-04-24,2,0,0,0.0,0.0,0.0,0.0,100.0,0.0
santana de parnaiba,68.0,1.0,3547304.0,-23.4439,-46.9178,2020-04-24,29,2,0,100.0,0.0,2.0,0.0,1.47,1.13
santo andre,296.0,17.0,3547809.0,-23.6737,-46.5432,2020-04-24,29,10,2,-9.09,100.0,10.0,1.0,5.74,5.12
santo antonio da alegria,1.0,1.0,3547908.0,-21.0864,-47.1464,2020-04-24,8,0,0,0.0,0.0,0.0,0.0,100.0,100.0
santos,367.0,19.0,3548500.0,-23.9535,-46.335,2020-04-24,27,35,0,288.89,0.0,13.0,0.0,5.18,5.99
sao bernardo do campo,421.0,29.0,3548708.0,-23.6914,-46.5646,2020-04-24,29,63,4,231.58,-20.0,20.0,1.0,6.89,6.64
sao caetano do sul,127.0,9.0,3548807.0,-23.6229,-46.5548,2020-04-24,29,13,4,550.0,300.0,4.0,0.0,7.09,4.39
sao carlos,10.0,2.0,3548906.0,-22.0174,-47.886,2020-04-24,19,1,0,0.0,0.0,0.0,0.0,20.0,22.81
sao joao da boa vista,7.0,0.0,3549102.0,-21.9707,-46.7944,2020-04-24,16,2,0,0.0,0.0,0.0,0.0,0.0,0.0
sao joaquim da barra,2.0,0.0,3549409.0,-20.5812,-47.8593,2020-04-24,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao jose do rio pardo,2.0,0.0,3549706.0,-21.5953,-46.8873,2020-04-24,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0
sao jose do rio preto,71.0,8.0,3549805.0,-20.8113,-49.3758,2020-04-24,29,-3,0,-400.0,0.0,0.0,0.0,11.27,9.74
sao jose dos campos,158.0,5.0,3549904.0,-23.1896,-45.8841,2020-04-24,29,17,0,750.0,-100.0,3.0,0.0,3.16,2.52
sao lourenco da serra,2.0,1.0,3549953.0,-23.8491,-46.9432,2020-04-24,4,0,0,-100.0,-100.0,0.0,0.0,50.0,0.0
sao manuel,5.0,1.0,3550100.0,-22.7321,-48.5723,2020-04-24,21,0,0,-100.0,0.0,0.0,0.0,20.0,27.14
sao miguel arcanjo,3.0,0.0,3550209.0,-23.8782,-47.9935,2020-04-24,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao paulo,11800.0,1010.0,3550308.0,-23.5329,-46.6395,2020-04-24,29,575,98,7.68,-26.87,436.0,52.0,8.56,7.58
sao pedro,1.0,0.0,3550407.0,-22.5483,-47.9096,2020-04-24,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao roque,14.0,1.0,3550605.0,-23.5226,-47.1357,2020-04-24,18,6,1,0.0,0.0,1.0,0.0,7.14,1.02
sao sebastiao,14.0,2.0,3550704.0,-23.7951,-45.4143,2020-04-24,29,0,0,0.0,0.0,1.0,0.0,14.29,25.17
sao sebastiao da grama,1.0,0.0,3550803.0,-21.7041,-46.8208,2020-04-24,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao vicente,85.0,1.0,3551009.0,-23.9574,-46.3883,2020-04-24,24,24,0,2300.0,0.0,6.0,0.0,1.18,1.18
serra negra,1.0,0.0,3551603.0,-22.6139,-46.7033,2020-04-24,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
serrana,2.0,2.0,3551504.0,-21.2043,-47.5952,2020-04-24,7,1,2,0.0,0.0,0.0,0.0,100.0,28.57
sertaozinho,9.0,1.0,3551702.0,-21.1316,-47.9875,2020-04-24,17,0,0,0.0,0.0,0.0,0.0,11.11,11.31
sorocaba,57.0,12.0,3552205.0,-23.4969,-47.4451,2020-04-24,28,-1,0,-150.0,0.0,2.0,0.0,21.05,20.18
sumare,9.0,0.0,3552403.0,-22.8204,-47.2728,2020-04-24,18,-1,0,-150.0,0.0,0.0,0.0,0.0,0.0
suzano,86.0,7.0,3552502.0,-23.5448,-46.3112,2020-04-24,29,2,0,100.0,0.0,1.0,0.0,8.14,7.97
taboao da serra,142.0,12.0,3552809.0,-23.6019,-46.7526,2020-04-24,29,2,1,-75.0,-66.67,4.0,0.0,8.45,6.68
taiacu,2.0,0.0,3553104.0,-21.1431,-48.5112,2020-04-24,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
tanabi,1.0,0.0,3553401.0,-20.6228,-49.6563,2020-04-24,17,-2,0,0.0,0.0,0.0,0.0,0.0,0.0
taquaritinga,1.0,0.0,3553708.0,-21.4049,-48.5103,2020-04-24,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
taquarituba,1.0,0.0,3553807.0,-23.5307,-49.24100000000001,2020-04-24,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
tarabai,2.0,0.0,3553906.0,-22.3016,-51.5621,2020-04-24,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
tatui,8.0,0.0,3554003.0,-23.3487,-47.8461,2020-04-24,29,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
taubate,8.0,0.0,3554102.0,-23.0104,-45.5593,2020-04-24,29,-1,0,-200.0,0.0,0.0,0.0,0.0,0.0
terra roxa,1.0,0.0,3554409.0,-20.787,-48.3314,2020-04-24,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0
tupa,2.0,0.0,3555000.0,-21.9335,-50.5191,2020-04-24,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ubatuba,4.0,0.0,3555406.0,-23.4332,-45.0834,2020-04-24,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0
valinhos,17.0,3.0,3556206.0,-22.9698,-46.9974,2020-04-24,29,3,0,0.0,0.0,1.0,0.0,17.65,23.07
vargem grande paulista,12.0,3.0,3556453.0,-23.5993,-47.022,2020-04-24,29,2,0,0.0,0.0,0.0,0.0,25.0,30.24
varzea paulista,8.0,2.0,3556503.0,-23.2136,-46.8234,2020-04-24,11,2,0,0.0,0.0,0.0,0.0,25.0,13.09
vinhedo,19.0,1.0,3556701.0,-23.0302,-46.9833,2020-04-24,24,2,0,-33.33,-100.0,1.0,0.0,5.26,1.59
vista alegre do alto,1.0,0.0,3556909.0,-21.1692,-48.6284,2020-04-24,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
votorantim,8.0,2.0,3557006.0,-23.5446,-47.4388,2020-04-24,24,1,0,0.0,0.0,0.0,0.0,25.0,22.45
votuporanga,9.0,0.0,3557105.0,-20.4237,-49.9781,2020-04-24,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,0.0,0.0,2020-04-24,85,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
0,14.0,0.0,0.0,0.0,0.0,2020-04-24,86,7,0,0.0,0.0,0.0,0.0,0.0,0.0
0,42.0,0.0,0.0,0.0,0.0,2020-04-24,87,28,0,300.0,0.0,0.0,0.0,0.0,0.0
adamantina,2.0,0.0,3500105.0,-21.682,-51.0737,2020-04-25,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0
aguai,1.0,0.0,3500303.0,-22.0572,-46.9735,2020-04-25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
aguas de lindoia,2.0,1.0,3500501.0,-22.4733,-46.6314,2020-04-25,24,0,0,0.0,0.0,0.0,0.0,50.0,78.57
aguas de sao pedro,1.0,0.0,3500600.0,-22.5977,-47.8734,2020-04-25,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0
agudos,11.0,1.0,3500709.0,-22.4694,-48.9863,2020-04-25,24,4,0,-300.0,0.0,0.0,0.0,9.09,13.43
alambari,1.0,0.0,3500758.0,-23.5503,-47.898,2020-04-25,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
americana,33.0,3.0,3501608.0,-22.7374,-47.3331,2020-04-25,25,5,0,400.0,0.0,1.0,0.0,9.09,11.27
americo brasiliense,5.0,0.0,3501707.0,-21.7288,-48.1147,2020-04-25,15,1,0,-200.0,0.0,0.0,0.0,0.0,0.0
amparo,8.0,0.0,3501905.0,-22.7088,-46.772,2020-04-25,15,2,0,100.0,0.0,0.0,0.0,0.0,0.0
andradina,5.0,0.0,3502101.0,-20.8948,-51.3786,2020-04-25,11,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
angatuba,2.0,1.0,3502200.0,-23.4917,-48.4139,2020-04-25,8,0,0,-100.0,0.0,0.0,0.0,50.0,85.71
aparecida,1.0,0.0,3502507.0,-22.8495,-45.2325,2020-04-25,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
apiai,1.0,0.0,3502705.0,-24.5108,-48.8443,2020-04-25,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
aracariguama,2.0,1.0,3502754.0,-23.4366,-47.0608,2020-04-25,15,0,1,0.0,0.0,0.0,0.0,50.0,7.14
aracatuba,54.0,2.0,3502804.0,-21.2076,-50.4401,2020-04-25,25,8,1,33.33,0.0,2.0,0.0,3.7,1.56
aracoiaba da serra,2.0,0.0,3502903.0,-23.5029,-47.6166,2020-04-25,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0
arandu,9.0,2.0,3503109.0,-23.1386,-49.0487,2020-04-25,9,0,0,0.0,0.0,0.0,0.0,22.22,9.52
araraquara,49.0,3.0,3503208.0,-21.7845,-48.178000000000004,2020-04-25,24,0,0,-100.0,0.0,0.0,0.0,6.12,4.93
araras,10.0,0.0,3503307.0,-22.3572,-47.3842,2020-04-25,19,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
areiopolis,3.0,0.0,3503604.0,-22.6672,-48.6681,2020-04-25,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
artur nogueira,1.0,0.0,3503802.0,-22.5727,-47.1727,2020-04-25,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
aruja,37.0,1.0,3503901.0,-23.3965,-46.32,2020-04-25,30,9,0,0.0,0.0,1.0,0.0,2.7,3.69
assis,7.0,1.0,3504008.0,-22.66,-50.4183,2020-04-25,24,0,0,0.0,0.0,0.0,0.0,14.29,15.65
atibaia,23.0,1.0,3504107.0,-23.1171,-46.5563,2020-04-25,23,0,0,-100.0,0.0,0.0,0.0,4.35,4.49
avai,1.0,0.0,3504305.0,-22.1514,-49.3356,2020-04-25,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
avare,11.0,1.0,3504503.0,-23.1067,-48.9251,2020-04-25,18,1,0,-50.0,0.0,0.0,0.0,9.09,11.66
bady bassitt,2.0,0.0,3504602.0,-20.9197,-49.4385,2020-04-25,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0
bariri,1.0,0.0,3505203.0,-22.073,-48.7438,2020-04-25,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
barra bonita,3.0,0.0,3505302.0,-22.4909,-48.5583,2020-04-25,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
barra do turvo,1.0,0.0,3505401.0,-24.759,-48.5013,2020-04-25,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
barretos,19.0,2.0,3505500.0,-20.5531,-48.5698,2020-04-25,19,1,0,-66.67,0.0,1.0,0.0,10.53,9.5
barrinha,1.0,0.0,3505609.0,-21.1864,-48.1636,2020-04-25,3,0,-1,0.0,0.0,0.0,0.0,0.0,0.0
barueri,219.0,13.0,3505708.0,-23.5057,-46.879,2020-04-25,30,49,2,512.5,-60.0,14.0,1.0,5.94,4.44
batatais,1.0,0.0,3505906.0,-20.8929,-47.5921,2020-04-25,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0
bauru,69.0,6.0,3506003.0,-22.3246,-49.0871,2020-04-25,24,6,0,200.0,-100.0,2.0,0.0,8.7,6.76
bebedouro,3.0,0.0,3506102.0,-20.9491,-48.4791,2020-04-25,19,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
bilac,1.0,0.0,3506409.0,-21.404,-50.4746,2020-04-25,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
birigui,11.0,0.0,3506508.0,-21.291,-50.3432,2020-04-25,20,2,0,100.0,0.0,0.0,0.0,0.0,0.0
biritiba mirim,2.0,0.0,3506607.0,-23.5698,-46.0407,2020-04-25,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
boituva,7.0,0.0,3507001.0,-23.2855,-47.6786,2020-04-25,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0
bom jesus dos perdoes,1.0,0.0,3507100.0,-23.1356,-46.4675,2020-04-25,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
borborema,1.0,0.0,3507407.0,-21.6214,-49.0741,2020-04-25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
borebi,2.0,0.0,3507456.0,-22.5728,-48.9707,2020-04-25,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
botucatu,38.0,2.0,3507506.0,-22.8837,-48.4437,2020-04-25,22,3,0,-57.14,0.0,1.0,0.0,5.26,6.74
braganca paulista,39.0,9.0,3507605.0,-22.9527,-46.5419,2020-04-25,19,2,2,100.0,0.0,0.0,0.0,23.08,19.89
brodowski,4.0,0.0,3507803.0,-20.9845,-47.6572,2020-04-25,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0
buritama,4.0,0.0,3508108.0,-21.0661,-50.1475,2020-04-25,11,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
cabreuva,1.0,0.0,3508405.0,-23.3053,-47.1362,2020-04-25,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
cacapava,9.0,0.0,3508504.0,-23.0992,-45.7076,2020-04-25,18,1,0,-150.0,0.0,0.0,0.0,0.0,0.0
cachoeira paulista,3.0,0.0,3508603.0,-22.6665,-45.0154,2020-04-25,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0
caiabu,1.0,1.0,3508900.0,-22.0127,-51.2394,2020-04-25,15,0,0,0.0,0.0,0.0,0.0,100.0,100.0
caieiras,61.0,10.0,3509007.0,-23.3607,-46.7397,2020-04-25,30,5,0,25.0,-100.0,1.0,0.0,16.39,14.65
cajamar,20.0,3.0,3509205.0,-23.355,-46.8781,2020-04-25,28,1,0,-75.0,-100.0,1.0,0.0,15.0,13.02
cajati,4.0,0.0,3509254.0,-24.7324,-48.1223,2020-04-25,3,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
cajuru,2.0,0.0,3509403.0,-21.2749,-47.303000000000004,2020-04-25,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
campinas,256.0,11.0,3509502.0,-22.9053,-47.0659,2020-04-25,30,27,0,50.0,-100.0,10.0,0.0,4.3,4.11
campo limpo paulista,10.0,2.0,3509601.0,-23.2078,-46.7889,2020-04-25,10,2,1,0.0,0.0,0.0,0.0,20.0,15.75
campos do jordao,3.0,0.0,3509700.0,-22.7296,-45.5833,2020-04-25,13,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
cananeia,4.0,0.0,3509908.0,-25.0144,-47.9341,2020-04-25,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
capao bonito,1.0,0.0,3510203.0,-24.0113,-48.3482,2020-04-25,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
capela do alto,1.0,0.0,3510302.0,-23.4685,-47.7388,2020-04-25,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
caraguatatuba,18.0,2.0,3510500.0,-23.6125,-45.4125,2020-04-25,20,2,0,0.0,0.0,1.0,0.0,11.11,13.89
carapicuiba,149.0,7.0,3510609.0,-23.5235,-46.8407,2020-04-25,30,23,1,53.33,0.0,11.0,0.0,4.7,4.09
castilho,2.0,0.0,3511003.0,-20.8689,-51.4884,2020-04-25,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
catanduva,10.0,3.0,3511102.0,-21.1314,-48.977,2020-04-25,19,1,0,-200.0,0.0,0.0,0.0,30.0,29.2
cedral,1.0,0.0,3511300.0,-20.9009,-49.2664,2020-04-25,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0
chavantes,1.0,0.0,3557204.0,-23.0366,-49.7096,2020-04-25,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
conchas,1.0,1.0,3512308.0,-23.0154,-48.0134,2020-04-25,12,0,0,0.0,0.0,0.0,0.0,100.0,100.0
cordeiropolis,1.0,0.0,3512407.0,-22.4778,-47.4519,2020-04-25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
cotia,117.0,10.0,3513009.0,-23.6022,-46.919,2020-04-25,30,13,4,44.44,300.0,5.0,0.0,8.55,6.13
cravinhos,8.0,1.0,3513108.0,-21.338,-47.7324,2020-04-25,23,0,0,-100.0,0.0,0.0,0.0,12.5,14.46
cruzeiro,3.0,1.0,3513405.0,-22.5728,-44.968999999999994,2020-04-25,11,0,0,0.0,0.0,0.0,0.0,33.33,33.33
cubatao,30.0,0.0,3513504.0,-23.8911,-46.424,2020-04-25,16,3,0,200.0,0.0,2.0,0.0,0.0,0.0
diadema,170.0,11.0,3513801.0,-23.6813,-46.6205,2020-04-25,28,19,0,0.0,-100.0,7.0,0.0,6.47,4.65
dobrada,1.0,0.0,3514007.0,-21.5155,-48.3935,2020-04-25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
dracena,4.0,2.0,3514403.0,-21.4843,-51.535,2020-04-25,24,0,0,-100.0,0.0,0.0,0.0,50.0,61.91
duartina,1.0,0.0,3514502.0,-22.4146,-49.4084,2020-04-25,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
eldorado,1.0,1.0,3514809.0,-24.5281,-48.1141,2020-04-25,17,0,0,0.0,0.0,0.0,0.0,100.0,100.0
elias fausto,1.0,0.0,3514908.0,-23.0428,-47.3682,2020-04-25,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
embu das artes,79.0,7.0,3515004.0,-23.6437,-46.8579,2020-04-25,30,11,1,175.0,0.0,3.0,0.0,8.86,7.5
embu guacu,15.0,3.0,3515103.0,-23.8297,-46.8136,2020-04-25,20,2,0,-33.33,0.0,1.0,0.0,20.0,10.44
engenheiro coelho,1.0,0.0,3515152.0,-22.4836,-47.211000000000006,2020-04-25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
espirito santo do pinhal,1.0,0.0,3515186.0,-22.1909,-46.7477,2020-04-25,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
estiva gerbi,1.0,0.0,3557303.0,-22.2713,-46.9481,2020-04-25,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0
estrela d'oeste,1.0,0.0,3515202.0,-20.2875,-50.4049,2020-04-25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
fartura,1.0,0.0,3515400.0,-23.3916,-49.5124,2020-04-25,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
fernandopolis,8.0,0.0,3515509.0,-20.2806,-50.2471,2020-04-25,11,4,0,0.0,0.0,0.0,0.0,0.0,0.0
ferraz de vasconcelos,67.0,3.0,3515707.0,-23.5411,-46.371,2020-04-25,29,5,0,150.0,0.0,1.0,0.0,4.48,4.55
franca,6.0,0.0,3516200.0,-20.5352,-47.4039,2020-04-25,24,1,0,-200.0,0.0,0.0,0.0,0.0,0.0
francisco morato,49.0,2.0,3516309.0,-23.2792,-46.7448,2020-04-25,24,10,0,100.0,-100.0,2.0,0.0,4.08,3.54
franco da rocha,94.0,9.0,3516408.0,-23.3229,-46.729,2020-04-25,25,16,0,60.0,-100.0,4.0,0.0,9.57,7.14
garca,1.0,0.0,3516705.0,-22.2125,-49.6546,2020-04-25,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0
guaira,1.0,0.0,3517406.0,-20.3196,-48.312,2020-04-25,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
guararapes,5.0,0.0,3518206.0,-21.2544,-50.6453,2020-04-25,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0
guararema,3.0,0.0,3518305.0,-23.4112,-46.0369,2020-04-25,18,1,0,0.0,0.0,0.0,0.0,0.0,0.0
guaratingueta,1.0,0.0,3518404.0,-22.8075,-45.1938,2020-04-25,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
guaruja,108.0,3.0,3518701.0,-23.9888,-46.258,2020-04-25,25,10,1,-60.0,0.0,9.0,0.0,2.78,2.87
guarulhos,455.0,51.0,3518800.0,-23.4538,-46.5333,2020-04-25,30,56,5,30.23,25.0,21.0,3.0,11.21,9.92
